##FastQC	0.12.1
>>Basic Statistics	pass
#Measure	Value
Filename	B50995s3_1.fq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	16035922
Total Bases	2.4 Gbp
Sequences flagged as poor quality	0
Sequence length	150
%GC	51
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	36.38942269736658	37.0	37.0	37.0	37.0	37.0
2	36.35434152149156	37.0	37.0	37.0	37.0	37.0
3	36.412666636817015	37.0	37.0	37.0	37.0	37.0
4	36.40780505168334	37.0	37.0	37.0	37.0	37.0
5	36.442159172388095	37.0	37.0	37.0	37.0	37.0
6	36.39206813303282	37.0	37.0	37.0	37.0	37.0
7	36.33803662801553	37.0	37.0	37.0	37.0	37.0
8	36.419641851587954	37.0	37.0	37.0	37.0	37.0
9	36.38944302672463	37.0	37.0	37.0	37.0	37.0
10-14	36.403001885392065	37.0	37.0	37.0	37.0	37.0
15-19	36.378616284115125	37.0	37.0	37.0	37.0	37.0
20-24	36.35493175883495	37.0	37.0	37.0	37.0	37.0
25-29	36.291692987780806	37.0	37.0	37.0	37.0	37.0
30-34	36.276264501660705	37.0	37.0	37.0	37.0	37.0
35-39	36.244733979125115	37.0	37.0	37.0	37.0	37.0
40-44	36.221304556108464	37.0	37.0	37.0	37.0	37.0
45-49	36.21209776400758	37.0	37.0	37.0	37.0	37.0
50-54	36.18994567322041	37.0	37.0	37.0	37.0	37.0
55-59	36.16499524006166	37.0	37.0	37.0	37.0	37.0
60-64	36.13020342703088	37.0	37.0	37.0	37.0	37.0
65-69	36.120082699329664	37.0	37.0	37.0	37.0	37.0
70-74	36.08813753272185	37.0	37.0	37.0	37.0	37.0
75-79	36.054430147515056	37.0	37.0	37.0	37.0	37.0
80-84	36.05626944306663	37.0	37.0	37.0	37.0	37.0
85-89	36.01358249310517	37.0	37.0	37.0	37.0	37.0
90-94	36.01251906812717	37.0	37.0	37.0	37.0	37.0
95-99	35.94682639389241	37.0	37.0	37.0	37.0	37.0
100-104	35.865893697911474	37.0	37.0	37.0	37.0	37.0
105-109	35.85770967207249	37.0	37.0	37.0	37.0	37.0
110-114	35.83045489994276	37.0	37.0	37.0	37.0	37.0
115-119	35.855138569519106	37.0	37.0	37.0	37.0	37.0
120-124	35.77250142523766	37.0	37.0	37.0	37.0	37.0
125-129	35.63880570134976	37.0	37.0	37.0	37.0	37.0
130-134	35.612992455313766	37.0	37.0	37.0	37.0	37.0
135-139	35.57821493519363	37.0	37.0	37.0	37.0	37.0
140-144	35.545805298878356	37.0	37.0	37.0	37.0	37.0
145-149	35.596102400597864	37.0	37.0	37.0	37.0	37.0
150	35.43781130888514	37.0	37.0	37.0	37.0	37.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1103	20-24	-0.11673105842006493
1103	25-29	-0.18925633574613698
1103	30-34	-0.1669843246008753
1103	35-39	-0.2956583826448096
1103	40-44	-0.10313004338932785
1103	45-49	-0.5040774602364593
1103	50-54	-0.2487095266991659
1103	55-59	-0.20578915387589802
1103	60-64	-0.2897945076991917
1103	65-69	-0.10236334177923112
1103	70-74	-0.13576311648041894
1103	75-79	-0.2867953883162073
1103	80-84	-0.298322013568189
1103	85-89	-0.1527713522043399
1103	90-94	-0.19331233550071403
1103	95-99	-0.13550733520461478
1103	100-104	-0.27861276681890246
1103	105-109	-0.07593548657612104
1103	110-114	-0.19033778116873634
1103	115-119	-0.2159786860504198
1103	120-124	-0.2665395437646936
1103	125-129	-0.05338872882432355
1103	130-134	-0.35439768184120624
1103	135-139	-0.09110654243729499
1103	140-144	-0.43215803172566325
1103	145-149	-0.10221247902742903
1103	150	-0.26570615395257846
1104	1	0.017834382265377258
1104	2	0.11208889735222272
1104	3	-0.029438520519484257
1104	4	-0.10491284662236922
1104	5	0.16268125745643403
1104	6	-0.13183265212162354
1104	7	0.028512107194863745
1104	8	-0.07307307846657807
1104	9	0.13668670816624484
1104	10-14	-0.014680790705781988
1104	15-19	0.015740003571544037
1104	20-24	-0.19480413841829858
1104	25-29	-0.01149630259636325
1104	30-34	-0.030209480222360696
1104	35-39	0.016522063729546232
1104	40-44	0.010917551688649496
1104	45-49	-0.05834094116210764
1104	50-54	-0.02474142854724448
1104	55-59	-0.06660916413557061
1104	60-64	-0.2990595399435918
1104	65-69	-0.11505962311526474
1104	70-74	-0.2507429459006403
1104	75-79	-0.16520127171408205
1104	80-84	-0.2571958145602764
1104	85-89	-0.12442527102794543
1104	90-94	-0.07072441283506237
1104	95-99	-0.1622102210698131
1104	100-104	-0.22355995154471486
1104	105-109	-0.24834826312059732
1104	110-114	-0.08585414354443088
1104	115-119	-0.23131719136252826
1104	120-124	-0.3710436594837887
1104	125-129	-0.16099589437081363
1104	130-134	-0.2841437981327317
1104	135-139	-0.44224031078125137
1104	140-144	-0.52803674642972
1104	145-149	-0.3091914549646333
1104	150	-0.5576530057375564
1105	1	-0.0783095273428529
1105	2	-0.10981919841870535
1105	3	-0.10626878615822477
1105	4	0.07327281648213813
1105	5	-0.10141627914887863
1105	6	-0.09163336318346182
1105	7	0.06630856831059617
1105	8	-0.028244701692777596
1105	9	-0.15894323855544457
1105	10-14	-0.012450971961534663
1105	15-19	-0.09384701253513583
1105	20-24	-0.049985274406303404
1105	25-29	-0.07867706902383276
1105	30-34	-0.08637638470808184
1105	35-39	-0.1739220590603523
1105	40-44	-0.09904121493729434
1105	45-49	-0.12638292050093014
1105	50-54	-0.15010032999435197
1105	55-59	-0.16105131593597832
1105	60-64	-0.2462114258999577
1105	65-69	-0.10090969788283388
1105	70-74	-0.1665529507254604
1105	75-79	-0.2436150357907394
1105	80-84	-0.11286463357485133
1105	85-89	-0.09476899654028159
1105	90-94	-0.13887575471619584
1105	95-99	-0.06278283458136258
1105	100-104	-0.05925635072483715
1105	105-109	-0.31700508168348307
1105	110-114	-0.24020739550601178
1105	115-119	-0.16828809531443767
1105	120-124	-0.15185949857440306
1105	125-129	-0.17741451064037506
1105	130-134	-0.1584866476497453
1105	135-139	-0.13541582808045405
1105	140-144	-0.06933123484503056
1105	145-149	-0.3762562888848251
1105	150	-0.006696425678086371
1106	1	-0.05452463271635111
1106	2	-0.0630190218767197
1106	3	-0.06249464955886452
1106	4	-0.04304214545098972
1106	5	-0.010144073477469817
1106	6	-0.15991649239012418
1106	7	-0.06595447924539855
1106	8	-0.1748035122411622
1106	9	-0.25137124252763954
1106	10-14	-0.17032281351510647
1106	15-19	-0.03536885960564007
1106	20-24	-0.040631583575454044
1106	25-29	-0.061597459622980466
1106	30-34	-0.05462558475221613
1106	35-39	-0.12028639757961201
1106	40-44	-0.1782431900007495
1106	45-49	-0.27639919546507485
1106	50-54	-0.1368119596975319
1106	55-59	-0.20419817679883323
1106	60-64	-0.17689773286232935
1106	65-69	-0.1179799284908043
1106	70-74	-0.10802100766024836
1106	75-79	-0.16217180507243967
1106	80-84	-0.24332915966996183
1106	85-89	-0.16054495372885214
1106	90-94	-0.15150016164547964
1106	95-99	-0.16755857109244943
1106	100-104	-0.20261009672506702
1106	105-109	-0.15150800566009082
1106	110-114	-0.19406594124141208
1106	115-119	-0.17514785477598593
1106	120-124	-0.21494925913933827
1106	125-129	-0.08918820588478127
1106	130-134	-0.2632466608903883
1106	135-139	-0.0836956471249124
1106	140-144	-0.3097723139579003
1106	145-149	-0.25232160941885695
1106	150	-0.007986009701035357
1107	1	-0.13260300976075
1107	2	-0.0796490445361755
1107	3	-0.09409169261183337
1107	4	-0.05546698784436899
1107	5	-0.0766865992217518
1107	6	0.069117900628072
1107	7	0.014800686437858701
1107	8	-0.13117424115776544
1107	9	-0.08731172219021488
1107	10-14	-0.04925316372712274
1107	15-19	-0.052017110789094545
1107	20-24	-0.13885107743944758
1107	25-29	-0.029251364453251938
1107	30-34	-0.06776835055213581
1107	35-39	-0.07645941712058857
1107	40-44	-0.07112985906049119
1107	45-49	-0.1090554559815331
1107	50-54	-0.05172092925309357
1107	55-59	-0.06732607934072377
1107	60-64	-0.06528868702741164
1107	65-69	-4.948478365918163E-4
1107	70-74	-0.12271207624436187
1107	75-79	-0.11290431129818046
1107	80-84	-0.005216400824920697
1107	85-89	-0.058569262166692226
1107	90-94	-0.17170690115145248
1107	95-99	-0.10737219144557031
1107	100-104	-0.17355831649936704
1107	105-109	-0.09122263110599249
1107	110-114	-0.14763200141236865
1107	115-119	-0.16166996457339167
1107	120-124	-0.04746025234150153
1107	125-129	-0.05371437643646004
1107	130-134	-0.10673038422065417
1107	135-139	-0.1730883287931917
1107	140-144	-0.11569041460178653
1107	145-149	-0.28327981281553605
1107	150	-0.4516276200929781
1108	1	0.016152196685254694
1108	2	-0.058750235939115214
1108	3	-0.02448824364705615
1108	4	-0.19885419862225007
1108	5	-0.18222916497487773
1108	6	-0.0955676872129203
1108	7	-0.19237831885710932
1108	8	0.023775654334407648
1108	9	-0.10894628789373684
1108	10-14	-0.049199428657544786
1108	15-19	-0.015137492500983285
1108	20-24	-0.061615044079616155
1108	25-29	-0.0071769978726123895
1108	30-34	-0.019300971183930926
1108	35-39	-0.05613764050141157
1108	40-44	-0.1291179904992319
1108	45-49	-0.11140023396613685
1108	50-54	-0.008161628470354287
1108	55-59	-0.13372002904745983
1108	60-64	-0.09680306529198646
1108	65-69	-0.006057116448566546
1108	70-74	-0.09164493909730709
1108	75-79	-0.17208894361941418
1108	80-84	-0.0033676388671466384
1108	85-89	-0.047885352513254986
1108	90-94	-0.05586897163257731
1108	95-99	-0.03964120298208229
1108	100-104	-0.0354338357661419
1108	105-109	-0.022075792450358733
1108	110-114	-0.12284663168063759
1108	115-119	-0.08609365595221874
1108	120-124	-0.00807520198898004
1108	125-129	-0.06209043374283851
1108	130-134	-0.12443732968507248
1108	135-139	-0.05626828754119373
1108	140-144	-0.056328043204274536
1108	145-149	-0.03779789879990858
1108	150	-0.22839009592942006
1109	1	-0.06216409128894895
1109	2	0.08755300215715778
1109	3	-0.10249476041623495
1109	4	-0.0314007357886652
1109	5	-0.03635075595978776
1109	6	-0.1055021518806214
1109	7	-0.09277087726770361
1109	8	-0.04169568127647949
1109	9	-0.14140350202256968
1109	10-14	-0.05198451007630922
1109	15-19	-0.05420324977924906
1109	20-24	-0.11999908684574478
1109	25-29	-0.03138245175210841
1109	30-34	-0.02485234350440635
1109	35-39	-0.10144729596774482
1109	40-44	-0.11258042920877642
1109	45-49	-0.07499047542427917
1109	50-54	-0.0418119042688474
1109	55-59	-0.04635501780718698
1109	60-64	-0.048878532365691285
1109	65-69	0.06368620236523981
1109	70-74	-0.05318374628073741
1109	75-79	-0.0520327899293207
1109	80-84	-0.058866928776232896
1109	85-89	-0.07400553284775668
1109	90-94	-0.05887273109761537
1109	95-99	0.017257571957905782
1109	100-104	-0.101535334514125
1109	105-109	-0.0632588869761932
1109	110-114	0.0011073288293133032
1109	115-119	-0.09245601609563181
1109	120-124	-0.007256589028692417
1109	125-129	-0.11156532048913448
1109	130-134	-0.06776077303370442
1109	135-139	0.021279631681366595
1109	140-144	-0.16464366397896413
1109	145-149	-0.1421138627057843
1109	150	0.0023057114705054005
1110	1	-0.0615648308018919
1110	2	-0.028760736035962964
1110	3	-0.025028539892510082
1110	4	-0.06783949508857745
1110	5	-0.13853449012108143
1110	6	-0.025652673433668838
1110	7	-0.01871827053627584
1110	8	-0.03942269555328437
1110	9	-0.19756030909101696
1110	10-14	-0.03770246824868906
1110	15-19	-0.06427454764857998
1110	20-24	-0.052728496096897004
1110	25-29	-0.06292360912776473
1110	30-34	-0.0183727490304193
1110	35-39	-0.035655179740849974
1110	40-44	-0.01153525551283252
1110	45-49	-0.04672385102862364
1110	50-54	-0.055794281392877565
1110	55-59	-0.06403771644360745
1110	60-64	-0.09652646079904059
1110	65-69	-0.026370760118098246
1110	70-74	-0.03294797053303711
1110	75-79	-0.04253256421590379
1110	80-84	-0.14061239986251195
1110	85-89	-0.12281173290219982
1110	90-94	-0.006821082355926933
1110	95-99	-0.019619795017639774
1110	100-104	-0.12352278415936269
1110	105-109	-0.15309158337269935
1110	110-114	-0.15894725590970182
1110	115-119	-0.11185620424756593
1110	120-124	-0.1040757184985992
1110	125-129	-0.005510067224889781
1110	130-134	0.09316124039882823
1110	135-139	0.10516176448356163
1110	140-144	-0.051054751848674584
1110	145-149	-0.15299000979511135
1110	150	-0.18495095741309342
1111	1	0.05722459024035231
1111	2	0.06687853973953395
1111	3	0.017721390365842637
1111	4	-0.057080910061593215
1111	5	-0.025312834148131458
1111	6	0.03470549246300436
1111	7	0.05605226242600736
1111	8	0.03240712121328926
1111	9	-0.04017415808163349
1111	10-14	0.0969171505876858
1111	15-19	0.05488909687993271
1111	20-24	-0.03969748998004263
1111	25-29	0.043267816391555414
1111	30-34	0.004662271483830693
1111	35-39	0.06403264983097046
1111	40-44	0.041055391621632964
1111	45-49	0.049503159742208425
1111	50-54	-0.013520907734125842
1111	55-59	0.0025084729406898987
1111	60-64	0.03502057909319234
1111	65-69	0.019595586984401336
1111	70-74	0.04268708672314858
1111	75-79	-0.017006984339602127
1111	80-84	0.06072459859296231
1111	85-89	0.05624957851297552
1111	90-94	-0.003718565532878415
1111	95-99	0.018017425930715092
1111	100-104	0.07040023466748124
1111	105-109	0.13132262079002288
1111	110-114	0.0436348861455329
1111	115-119	-0.015136034962466738
1111	120-124	0.08653970903472441
1111	125-129	0.18753223363717098
1111	130-134	0.06707772732481487
1111	135-139	0.18214946954101663
1111	140-144	0.07973377105719948
1111	145-149	0.08163627702337095
1111	150	-0.12491734533995924
1112	1	-0.1196201985905887
1112	2	-0.10061044574556632
1112	3	-0.028487967850175266
1112	4	-0.06831859706038301
1112	5	-0.041448914173763285
1112	6	0.008142651086764374
1112	7	0.03307759949630196
1112	8	0.0323246882755015
1112	9	-0.11149272318556314
1112	10-14	0.02569227755451209
1112	15-19	0.0105039862790548
1112	20-24	-0.004806643253026266
1112	25-29	0.0344075489335367
1112	30-34	0.027445663190405867
1112	35-39	-0.06788457945724247
1112	40-44	-0.004939640956131086
1112	45-49	-0.014285055966695381
1112	50-54	-0.01873442244674095
1112	55-59	0.035924775361010575
1112	60-64	-0.04755979972301816
1112	65-69	0.03902482936538121
1112	70-74	0.017095077490665744
1112	75-79	-0.07180196759163948
1112	80-84	0.0049295630663763745
1112	85-89	0.08566661009618315
1112	90-94	0.002843766501634093
1112	95-99	0.04048087060882466
1112	100-104	-0.04730260732532798
1112	105-109	0.11671845303430217
1112	110-114	-0.033381202351243644
1112	115-119	-0.06727640954310488
1112	120-124	-5.594691826047438E-4
1112	125-129	0.1513851893606315
1112	130-134	0.028058397806191238
1112	135-139	0.1206349285048276
1112	140-144	-0.12127687016382538
1112	145-149	0.050497134245503617
1112	150	0.1765968740067123
1113	1	-0.029498881432871826
1113	2	-0.0717254081950216
1113	3	0.06047794780551641
1113	4	-0.008237718955236062
1113	5	-0.1119284057971015
1113	6	-0.15245815769429072
1113	7	-0.19222569339797957
1113	8	-0.09361407544488998
1113	9	0.060662100615708425
1113	10-14	-0.023296746131215684
1113	15-19	0.0507119585494209
1113	20-24	-0.02837683389427781
1113	25-29	-0.02729089127444695
1113	30-34	-0.08740124611057354
1113	35-39	-0.029525249590115266
1113	40-44	-0.033362517905871414
1113	45-49	0.04625798273926307
1113	50-54	-0.06610588402963202
1113	55-59	-0.062284352310854274
1113	60-64	-0.1524702561066178
1113	65-69	-0.0769774814376234
1113	70-74	-0.05569521713671577
1113	75-79	-0.07549925239811017
1113	80-84	-0.10691330232934604
1113	85-89	-0.06869503057394866
1113	90-94	-0.14643410755959962
1113	95-99	-0.06327418427274267
1113	100-104	-0.08427545539002779
1113	105-109	-0.13700771680971968
1113	110-114	-0.18936040512421926
1113	115-119	-0.0566467157244972
1113	120-124	-0.15191706594747956
1113	125-129	0.11487450189673609
1113	130-134	0.0035638859633237985
1113	135-139	0.020346078129321654
1113	140-144	-0.06882164197202201
1113	145-149	-0.19953175079204044
1113	150	-0.23241525770905724
1114	1	0.06874134540171184
1114	2	-0.11845528052957377
1114	3	-0.07390897107536176
1114	4	-0.13182917195882737
1114	5	-0.06552237039610986
1114	6	0.1724388516817683
1114	7	-0.05808824388763867
1114	8	-0.11988407905171528
1114	9	-0.04470591910116184
1114	10-14	-0.012574295679449676
1114	15-19	-0.05868948735881929
1114	20-24	-0.07098904187060384
1114	25-29	-0.11518266889243733
1114	30-34	-0.050806320479829026
1114	35-39	-0.049949557101342634
1114	40-44	-0.055554069142246476
1114	45-49	-0.09555568662729996
1114	50-54	-1.6565324004602644E-4
1114	55-59	-0.07199242920286508
1114	60-64	-0.035513606649281826
1114	65-69	0.021862553596257328
1114	70-74	-0.026518253097826516
1114	75-79	-0.031555865043507936
1114	80-84	-0.020098096596555592
1114	85-89	-0.01863240970552482
1114	90-94	-0.09576829814812271
1114	95-99	-0.09644076524769218
1114	100-104	-0.06182794452306695
1114	105-109	-0.014293260194911284
1114	110-114	-0.02851066782763212
1114	115-119	-0.057180269185820976
1114	120-124	-0.07590030079450116
1114	125-129	0.009162092756156426
1114	130-134	-0.003511849624835861
1114	135-139	0.08321317078691237
1114	140-144	0.025737390492459156
1114	145-149	0.051253249540920365
1114	150	0.08833880233733993
1115	1	-0.1952685916703416
1115	2	-0.12911744403273673
1115	3	0.05513472261370822
1115	4	-0.012107300476920102
1115	5	-0.1353344078038532
1115	6	-0.120873129265334
1115	7	-0.06000722116309021
1115	8	-0.07385873678049393
1115	9	0.05275266787730715
1115	10-14	-0.018065007049251847
1115	15-19	-0.056186193821680774
1115	20-24	-0.04741217499110206
1115	25-29	-0.056922683058921564
1115	30-34	-0.023920244357206855
1115	35-39	-0.07333726373872196
1115	40-44	-0.09272542546361251
1115	45-49	-0.08240631231380036
1115	50-54	-0.042264072684403686
1115	55-59	-0.1278349416669755
1115	60-64	-0.11287809256661774
1115	65-69	-0.008745955192772215
1115	70-74	-0.08795645949738429
1115	75-79	-0.01203608842232029
1115	80-84	0.009240629583047166
1115	85-89	0.0016052724655608586
1115	90-94	-0.14799856173374337
1115	95-99	-0.043133711774338224
1115	100-104	-0.22042594136812
1115	105-109	-0.07887642671272488
1115	110-114	-0.11786821421945604
1115	115-119	-0.19425300759513675
1115	120-124	-0.14530979097206398
1115	125-129	-0.05413965683920452
1115	130-134	-0.15123518566143446
1115	135-139	0.00891165729967014
1115	140-144	-0.17202129332455485
1115	145-149	-0.11309839414797551
1115	150	-0.0944157239236958
1116	1	0.03432578434060929
1116	2	0.029268769728616917
1116	3	-0.16096581241180274
1116	4	0.08666089661154075
1116	5	-0.056399481836450605
1116	6	-0.13100128653794485
1116	7	-0.0393029782863934
1116	8	-0.12340458722220404
1116	9	-0.12338270601842538
1116	10-14	-0.026986246317640905
1116	15-19	-0.030066995115696216
1116	20-24	-0.11459395923895244
1116	25-29	-0.0071553569422135865
1116	30-34	-0.027507403745033798
1116	35-39	9.809771455593363E-5
1116	40-44	-0.05876250397550109
1116	45-49	-0.07655587060670399
1116	50-54	-0.06340380143890201
1116	55-59	-0.058197017068245316
1116	60-64	-0.0020705773246163517
1116	65-69	0.008026472329930812
1116	70-74	-0.08750604267518725
1116	75-79	-0.034061719876845586
1116	80-84	-0.013287676999013343
1116	85-89	-0.009713627621529497
1116	90-94	-0.004081677324137445
1116	95-99	-0.0730578128070718
1116	100-104	-0.023977017640355314
1116	105-109	-0.0685292822558381
1116	110-114	-0.08736180635582258
1116	115-119	-0.030995573229077422
1116	120-124	0.06696842229159472
1116	125-129	0.04638541470490054
1116	130-134	-0.014908197979465854
1116	135-139	0.07537924470790358
1116	140-144	-0.10851500988545837
1116	145-149	-0.01724421970477863
1116	150	-0.3155181253172543
1117	1	-0.06194759145451201
1117	2	0.024757724262926217
1117	3	0.07293963324999453
1117	4	0.0020613960153355038
1117	5	-0.15060897383227712
1117	6	-0.10575272720570439
1117	7	-0.09876609843828987
1117	8	0.03863573901062267
1117	9	0.0013934555524102166
1117	10-14	-0.009540767334563327
1117	15-19	-0.053394387122750686
1117	20-24	-0.08940315126012877
1117	25-29	-0.11778908456356163
1117	30-34	0.02959767463477192
1117	35-39	-0.060736928689024694
1117	40-44	-0.08535720996294316
1117	45-49	-0.07292584488865117
1117	50-54	-0.025018263374953165
1117	55-59	-0.08219665144816446
1117	60-64	-0.0560252986016323
1117	65-69	-0.07006415990197468
1117	70-74	-0.0723772654666135
1117	75-79	-0.06527445675087051
1117	80-84	-0.12293256849710588
1117	85-89	-0.09573426853691558
1117	90-94	-0.1865547647779664
1117	95-99	-0.06194171596759901
1117	100-104	-0.0672145003461111
1117	105-109	-0.012140694588040901
1117	110-114	-0.12411534933902857
1117	115-119	-0.008915028787541246
1117	120-124	0.01137588925075761
1117	125-129	0.028196646719919727
1117	130-134	0.07546519152641196
1117	135-139	0.17302639640284667
1117	140-144	0.02827675701512078
1117	145-149	0.005373121489391508
1117	150	0.029182668659984756
1118	1	0.12204912876376284
1118	2	0.0618407735634392
1118	3	-0.080175693902369
1118	4	-0.06310874955773471
1118	5	-0.137455366468906
1118	6	0.058039130784436566
1118	7	-0.024648272486707867
1118	8	-0.11107498713760577
1118	9	0.14214408835512415
1118	10-14	-0.0041627804212751585
1118	15-19	-0.010194089763224667
1118	20-24	-0.008343028709660416
1118	25-29	0.014866914537186915
1118	30-34	-0.06973033560454667
1118	35-39	0.013811351373711034
1118	40-44	0.04099107099629151
1118	45-49	-0.04850112556824371
1118	50-54	0.03178430114402886
1118	55-59	0.03354433544477331
1118	60-64	0.006236075037982403
1118	65-69	0.014685096440622658
1118	70-74	0.028686767168451865
1118	75-79	-0.057093346045483884
1118	80-84	-0.04722712406632468
1118	85-89	0.07008779916686336
1118	90-94	-0.03741779354881203
1118	95-99	-0.02107326341978677
1118	100-104	-0.05639784090310229
1118	105-109	-0.034321425318715626
1118	110-114	0.0032809998004950103
1118	115-119	-3.2080914706966723E-6
1118	120-124	-0.06265587346296542
1118	125-129	0.06334685913682847
1118	130-134	0.008771285293263986
1118	135-139	0.12191586686221711
1118	140-144	0.01942396687322656
1118	145-149	0.01594607301364448
